# === PPO_STATS_BEGIN ===
total_completed=2556
best_reward=229.534518
best_reward_ts=2026-01-02 22:26:08
best_reward_run=2026-01-02 22:06:26
best_reward_ep=(29/10000)
best_survival=300.503
best_survival_ts=2026-01-08 16:20:00
best_survival_run=2026-01-08 15:10:41
best_survival_ep=(114/10000)
# === PPO_STATS_END ===

========
[RUN] 2025-12-30 20:49:12  episodes=10000 eval=False
[STATS] total_completed=0 | best_reward=N/A | best_survival=N/A
idx	reward	survival_sec	note
(18/10000)	47.239121	31.030	
(19/10000)	39.780097	29.177	
(20/10000)	32.660376	22.943	
(21/10000)	30.877550	22.988	
(22/10000)	43.552902	32.440	
(23/10000)	25.417105	20.847	
(24/10000)	29.109896	23.536	
(25/10000)	33.400000	22.909	
(26/10000)	41.551788	29.786	
(27/10000)	31.758205	25.938	
(28/10000)	26.014029	20.925	
(29/10000)	0.800000	141.391	ABORTED

========
[RUN] 2026-01-08 21:03:58  episodes=10000 eval=False
[STATS] total_completed=2212 | best_reward=229.535 | best_survival=300.50s
idx	reward	survival_sec	note
(1/10000)	35.441218	24.615	
(2/10000)	29.126013	21.684	
(3/10000)	24.525637	20.697	
(4/10000)	42.406973	29.204	
(5/10000)	38.734530	25.712	
(6/10000)	35.194210	24.666	
(7/10000)	25.564607	19.888	
(8/10000)	27.662366	21.934	
(9/10000)	23.765177	19.679	
(10/10000)	38.018386	25.445	
(11/10000)	33.601100	25.338	
(12/10000)	34.507432	25.202	
(13/10000)	37.404356	26.757	
(14/10000)	39.970271	29.050	
(15/10000)	43.495574	29.133	
(16/10000)	56.814057	39.360	
(17/10000)	25.137124	20.499	
(18/10000)	18.343257	19.596	
(19/10000)	24.959875	19.838	
(20/10000)	39.000000	25.566	
(21/10000)	23.641368	20.085	
(22/10000)	18.705901	17.693	
(23/10000)	35.322227	25.935	
(24/10000)	25.400000	19.264	
(25/10000)	27.339457	22.145	
(26/10000)	47.220196	33.909	
(27/10000)	40.160626	29.150	
(28/10000)	42.011301	29.603	
(29/10000)	29.104148	22.899	
(30/10000)	29.986360	22.893	
(31/10000)	44.918441	29.959	
(32/10000)	19.576632	16.789	
(33/10000)	29.282575	22.927	
(34/10000)	30.548490	24.603	
(35/10000)	44.179692	31.329	
(36/10000)	33.098733	25.795	
(37/10000)	42.732451	32.884	
(38/10000)	26.300000	19.782	
(39/10000)	35.195264	24.736	
(40/10000)	33.080904	26.468	
(41/10000)	24.488392	22.103	
(42/10000)	32.574168	25.278	
(43/10000)	42.019221	29.743	
(44/10000)	42.998616	29.724	
(45/10000)	28.600000	21.307	
(46/10000)	33.485623	23.553	
(47/10000)	32.244551	23.581	
(48/10000)	42.083455	30.517	
(49/10000)	26.398511	20.004	
(50/10000)	-4.900000	0.245	
(51/10000)	6.675449	23.845	
(52/10000)	-4.900000	0.528	
(53/10000)	-5.000000	0.352	

========
[RUN] 2026-01-09 12:55:50  episodes=10000 eval=False
[STATS] total_completed=2265 | best_reward=229.535 | best_survival=300.50s
idx	reward	survival_sec	note
(1/10000)	28.039068	24.141	
(2/10000)	28.467958	24.727	
(3/10000)	31.420640	25.767	
(4/10000)	31.564175	25.057	
(5/10000)	22.885832	20.512	
(6/10000)	26.179485	22.872	
(7/10000)	23.101655	19.101	
(8/10000)	27.410738	22.731	
(9/10000)	24.424591	22.040	
(10/10000)	33.673307	24.957	
(11/10000)	16.238896	17.692	
(12/10000)	22.646862	21.403	
(13/10000)	38.999813	26.061	
(14/10000)	18.357342	18.834	
(15/10000)	30.091315	26.009	
(16/10000)	33.730745	24.612	
(17/10000)	29.432406	25.055	
(18/10000)	28.953055	25.986	
(19/10000)	25.919624	22.004	
(20/10000)	30.800000	22.254	
(21/10000)	32.647446	31.399	
(22/10000)	31.692276	26.054	
(23/10000)	31.309840	25.798	
(24/10000)	12.052804	17.130	
(25/10000)	22.323883	20.841	
(26/10000)	21.206402	22.057	
(27/10000)	13.848866	20.354	
(28/10000)	23.204120	21.639	
(29/10000)	13.085818	15.774	
(30/10000)	26.542310	23.847	
(31/10000)	22.500000	18.966	
(32/10000)	18.766040	22.308	
(33/10000)	15.534753	20.421	
(34/10000)	6.110814	17.312	
(35/10000)	10.196882	16.660	
(36/10000)	13.345999	19.131	
(37/10000)	9.427042	16.795	
(38/10000)	12.865164	18.846	
(39/10000)	14.172276	20.381	
(40/10000)	25.243883	22.021	
(41/10000)	23.319582	21.385	
(42/10000)	25.041990	22.624	
(43/10000)	32.200000	24.065	
(44/10000)	27.873946	24.615	
(45/10000)	24.002060	21.409	
(46/10000)	34.100000	24.330	
(47/10000)	24.873542	22.750	
(48/10000)	21.858873	22.629	
(49/10000)	22.859318	21.031	
(50/10000)	26.517730	22.288	
(51/10000)	40.068629	31.023	
(52/10000)	28.389826	23.910	
(53/10000)	30.366742	29.647	
(54/10000)	22.621407	26.426	
(55/10000)	-4.900000	0.248	
(56/10000)	11.105191	20.442	
(57/10000)	-4.900000	0.732	
(58/10000)	-4.900000	0.438	
(59/10000)	-4.900000	0.267	
(60/10000)	44.081893	37.527	
(61/10000)	42.427237	38.124	
(62/10000)	34.320040	36.477	
(63/10000)	48.629492	41.723	
(64/10000)	39.594683	36.828	
(65/10000)	42.175463	43.387	
(66/10000)	30.072443	42.299	
(67/10000)	24.211232	36.513	
(68/10000)	37.735978	43.644	
(69/10000)	45.079744	47.192	
(70/10000)	35.870241	36.840	
(71/10000)	45.842915	42.782	
(72/10000)	60.493834	51.131	
(73/10000)	52.999067	30.195	ABORTED

========
[RUN] 2026-01-09 13:42:57  episodes=10000 eval=False
[STATS] total_completed=2337 | best_reward=229.535 | best_survival=300.50s
idx	reward	survival_sec	note
(1/10000)	42.872880	32.028	
(2/10000)	35.199297	25.275	
(3/10000)	27.871074	26.481	
(4/10000)	44.281781	36.668	
(5/10000)	28.928410	24.717	
(6/10000)	27.657175	23.884	
(7/10000)	24.045303	21.971	
(8/10000)	40.933278	29.708	
(9/10000)	31.680139	23.933	
(10/10000)	23.191942	19.638	
(11/10000)	25.287869	19.594	
(12/10000)	33.139763	26.003	
(13/10000)	33.767335	26.371	
(14/10000)	38.996242	29.415	
(15/10000)	47.020932	37.566	
(16/10000)	25.680616	20.480	
(17/10000)	30.620861	27.203	
(18/10000)	18.853292	19.261	
(19/10000)	21.973695	21.013	
(20/10000)	34.294753	25.281	
(21/10000)	31.774497	25.126	
(22/10000)	45.181054	28.975	
(23/10000)	31.031969	26.014	
(24/10000)	23.923702	22.548	
(25/10000)	33.217745	25.672	
(26/10000)	34.300000	24.454	
(27/10000)	28.239312	22.283	
(28/10000)	37.572610	30.163	
(29/10000)	23.437578	22.375	
(30/10000)	12.284468	21.342	
(31/10000)	22.163800	23.178	
(32/10000)	15.965442	20.913	
(33/10000)	32.086137	26.455	
(34/10000)	42.507042	31.395	
(35/10000)	24.018344	23.316	
(36/10000)	12.540278	17.870	
(37/10000)	22.496980	21.744	
(38/10000)	20.189695	21.227	
(39/10000)	25.680821	24.046	
(40/10000)	31.097662	25.182	
(41/10000)	34.787571	29.600	
(42/10000)	33.117774	31.985	
(43/10000)	24.180779	23.022	
(44/10000)	25.012554	23.475	
(45/10000)	26.622538	24.552	
(46/10000)	30.007140	25.686	
(47/10000)	39.995685	28.910	
(48/10000)	48.332457	36.865	
(49/10000)	19.962700	19.797	
(50/10000)	16.151482	17.826	
(51/10000)	24.537815	23.088	
(52/10000)	30.000000	22.303	
(53/10000)	25.724142	22.626	
(54/10000)	29.173333	23.933	
(55/10000)	37.218051	27.524	
(56/10000)	28.515347	24.512	
(57/10000)	32.458900	25.622	
(58/10000)	37.528114	27.440	
(59/10000)	33.453721	26.542	
(60/10000)	36.313925	28.499	
(61/10000)	27.982436	23.230	
(62/10000)	18.510244	18.533	
(63/10000)	38.673222	32.106	
(64/10000)	33.511162	26.548	
(65/10000)	0.000000	809.665	ABORTED

========
[RUN] 2026-01-09 14:44:39  episodes=10000 eval=False
[STATS] total_completed=2401 | best_reward=229.535 | best_survival=300.50s
idx	reward	survival_sec	note
(1/10000)	-5.000000	0.734	
(2/10000)	-5.000000	0.341	
(3/10000)	-5.000000	0.331	

========
[RUN] 2026-01-09 14:46:19  episodes=10000 eval=False
[STATS] total_completed=2404 | best_reward=229.535 | best_survival=300.50s
idx	reward	survival_sec	note
(1/10000)	25.135958	22.995	
(2/10000)	18.800000	17.001	
(3/10000)	15.556019	20.446	
(4/10000)	24.573027	24.470	
(5/10000)	16.576693	17.238	
(6/10000)	30.600000	22.932	
(7/10000)	31.966500	25.054	
(8/10000)	41.739819	32.682	
(9/10000)	41.340515	29.076	
(10/10000)	25.864757	22.240	
(11/10000)	20.376715	19.541	
(12/10000)	21.379360	19.870	
(13/10000)	26.393820	21.077	
(14/10000)	27.624997	23.065	
(15/10000)	41.505887	30.688	
(16/10000)	43.541322	37.810	
(17/10000)	26.104774	21.545	
(18/10000)	33.093361	26.490	
(19/10000)	40.738817	30.008	
(20/10000)	43.316785	31.435	
(21/10000)	26.586096	23.552	
(22/10000)	26.484412	23.587	
(23/10000)	37.487460	26.756	
(24/10000)	43.502909	30.464	
(25/10000)	44.152359	32.434	
(26/10000)	37.361461	30.451	
(27/10000)	34.563438	26.430	
(28/10000)	45.442811	30.821	
(29/10000)	34.573584	29.103	
(30/10000)	20.170104	20.290	
(31/10000)	33.820696	25.336	
(32/10000)	31.010257	24.615	
(33/10000)	24.402617	23.596	
(34/10000)	39.635532	30.008	
(35/10000)	41.983326	31.189	
(36/10000)	27.804342	24.128	
(37/10000)	19.778121	20.604	
(38/10000)	38.654377	26.817	
(39/10000)	43.448852	31.681	
(40/10000)	25.364537	22.516	
(41/10000)	48.953584	35.606	
(42/10000)	38.350045	29.090	
(43/10000)	47.172763	36.503	
(44/10000)	35.490230	28.476	
(45/10000)	30.981726	25.921	
(46/10000)	29.600000	23.072	
(47/10000)	43.188357	30.789	
(48/10000)	31.579415	26.995	
(49/10000)	24.126180	20.310	
(50/10000)	50.654168	39.119	
(51/10000)	36.113653	25.564	
(52/10000)	31.098608	26.067	
(53/10000)	29.000000	23.124	
(54/10000)	36.055755	28.935	
(55/10000)	26.209784	21.912	
(56/10000)	25.100000	19.686	
(57/10000)	36.500000	26.768	
(58/10000)	21.186096	19.665	
(59/10000)	34.609770	29.092	
(60/10000)	25.603271	21.991	
(61/10000)	41.425080	29.985	
(62/10000)	40.936534	31.023	
(63/10000)	-4.900000	0.250	
(64/10000)	-4.900000	0.262	
(65/10000)	-4.900000	0.265	
(66/10000)	-4.900000	0.251	
(67/10000)	-4.900000	0.250	
(68/10000)	-4.900000	0.249	
(69/10000)	-4.900000	0.249	
(70/10000)	-4.900000	0.264	
(71/10000)	-4.900000	0.250	
(72/10000)	-4.900000	0.265	
(73/10000)	-4.900000	0.267	
(74/10000)	-4.900000	0.264	
(75/10000)	-4.900000	0.280	
(76/10000)	-4.900000	0.231	
(77/10000)	-4.900000	0.235	
(78/10000)	-4.900000	0.231	
(79/10000)	-4.900000	0.251	
(80/10000)	-4.900000	0.264	
(81/10000)	-4.900000	0.282	
(82/10000)	-4.900000	0.248	
(83/10000)	-4.900000	0.251	
(84/10000)	-4.900000	0.265	
(85/10000)	-4.900000	0.250	
(86/10000)	-4.900000	0.260	
(87/10000)	-4.900000	0.251	
(88/10000)	-4.900000	0.252	
(89/10000)	-4.900000	0.250	
(90/10000)	-4.900000	0.264	
(91/10000)	-4.900000	0.250	
(92/10000)	-4.900000	0.234	
(93/10000)	-4.900000	0.233	
(94/10000)	-4.900000	0.249	
(95/10000)	-4.900000	0.252	
(96/10000)	-4.900000	0.232	
(97/10000)	-4.900000	0.251	
(98/10000)	-4.900000	0.252	
(99/10000)	-4.900000	1.012	
(100/10000)	-4.900000	0.891	
(101/10000)	-4.900000	0.781	
(102/10000)	-4.900000	0.634	
(103/10000)	-4.900000	0.438	
(104/10000)	-4.900000	0.779	

========
[RUN] 2026-01-09 15:36:33  episodes=10000 eval=False
[STATS] total_completed=2508 | best_reward=229.535 | best_survival=300.50s
idx	reward	survival_sec	note
(1/10000)	27.000000	21.734	
(2/10000)	4.900000	2.278	ABORTED

========
[RUN] 2026-01-09 15:38:34  episodes=10000 eval=False
[STATS] total_completed=2509 | best_reward=229.535 | best_survival=300.50s
idx	reward	survival_sec	note
(1/10000)	0.100000	11.472	ABORTED

========
[RUN] 2026-01-09 15:39:12  episodes=10000 eval=False
[STATS] total_completed=2509 | best_reward=229.535 | best_survival=300.50s
idx	reward	survival_sec	note
(1/10000)	37.162046	28.161	
(2/10000)	27.647919	22.066	
(3/10000)	36.923466	27.754	
(4/10000)	40.396701	29.347	
(5/10000)	21.758093	18.621	
(6/10000)	40.829478	30.338	
(7/10000)	40.663215	29.175	
(8/10000)	29.587766	22.451	
(9/10000)	36.253709	27.559	
(10/10000)	43.671385	29.742	
(11/10000)	20.991399	19.744	
(12/10000)	50.589478	39.055	
(13/10000)	29.400000	22.952	
(14/10000)	24.520167	20.901	
(15/10000)	44.204690	30.269	
(16/10000)	11.878260	17.766	
(17/10000)	37.174558	30.099	
(18/10000)	19.344802	21.435	
(19/10000)	24.780334	24.041	
(20/10000)	32.152192	27.061	
(21/10000)	27.579833	22.038	
(22/10000)	27.931872	23.743	
(23/10000)	36.394363	25.979	
(24/10000)	32.692860	24.854	
(25/10000)	27.754461	24.118	
(26/10000)	32.834795	25.643	
(27/10000)	19.300000	17.851	
(28/10000)	38.087836	29.133	
(29/10000)	42.460932	30.227	
(30/10000)	25.787209	22.420	
(31/10000)	27.784662	24.118	
(32/10000)	40.776701	29.630	
(33/10000)	45.700000	29.920	
(34/10000)	47.764211	37.447	
(35/10000)	43.268657	30.648	
(36/10000)	52.273333	39.707	
(37/10000)	36.600000	25.106	
(38/10000)	22.400000	19.001	
(39/10000)	30.250522	24.016	
(40/10000)	44.712331	31.571	
(41/10000)	25.100000	20.895	
(42/10000)	24.294238	20.921	
(43/10000)	29.000000	22.364	
(44/10000)	35.300000	24.759	
(45/10000)	29.700000	23.190	
(46/10000)	26.417091	22.536	
(47/10000)	25.689965	22.063	
(48/10000)	4.000000	1.906	ABORTED
